file_id,file_path,speaker_id,label,label_name,attack_id,partition,source_dataset,codec,duration,samplerate
DF_E_3954693,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954693.flac,LA_0042,1,spoof,A16,evaluation,asvspoof,nocodec,2.381375,16000
DF_E_3954716,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954716.flac,VCC2TF2,1,spoof,SPO-N03,evaluation,vcc2018,high_mp3,1.315,16000
DF_E_3954720,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954720.flac,VCC2TF1,1,spoof,HUB-D05,evaluation,vcc2018,nocodec,2.9250625,16000
DF_E_3954727,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954727.flac,VCC2TF2,1,spoof,SPO-N18,evaluation,vcc2018,mp3m4a,4.544,16000
DF_E_3954746,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954746.flac,LA_0023,1,spoof,A16,evaluation,asvspoof,high_ogg,2.04,16000
DF_E_3954750,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954750.flac,VCC2TM1,1,spoof,HUB-D01,evaluation,vcc2018,mp3m4a,2.432,16000
DF_E_3954754,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954754.flac,LA_0002,1,spoof,A14,evaluation,asvspoof,oggm4a,2.176,16000
DF_E_3954757,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954757.flac,TEF1,1,spoof,Task1-team09,evaluation,vcc2020,high_m4a,2.688,16000
DF_E_3954758,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954758.flac,VCC2TF1,1,spoof,SPO-N11,evaluation,vcc2018,oggm4a,0.896,16000
DF_E_3954763,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954763.flac,VCC2TM2,1,spoof,SPO-N04,evaluation,vcc2018,oggm4a,4.16,16000
DF_E_3954775,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954775.flac,LA_0041,1,spoof,A18,evaluation,asvspoof,high_mp3,2.6485625,16000
DF_E_3954779,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954779.flac,VCC2TM2,1,spoof,HUB-N18,evaluation,vcc2018,high_m4a,4.8,16000
DF_E_3954781,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954781.flac,TGF1,1,spoof,Task2-team06,evaluation,vcc2020,high_mp3,3.24,16000
DF_E_3954783,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954783.flac,LA_0013,1,spoof,A17,evaluation,asvspoof,oggm4a,3.648,16000
DF_E_3954797,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954797.flac,TMF1,1,spoof,Task2-team30,evaluation,vcc2020,high_ogg,2.552,16000
DF_E_3954801,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954801.flac,LA_0023,1,spoof,A12,evaluation,asvspoof,high_m4a,1.664,16000
DF_E_3954805,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954805.flac,VCC2TM1,1,spoof,SPO-N10,evaluation,vcc2018,high_ogg,1.448,16000
DF_E_3954811,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954811.flac,TFF1,1,spoof,Task2-team09,evaluation,vcc2020,high_m4a,2.56,16000
DF_E_3954812,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954812.flac,LA_0044,1,spoof,A13,evaluation,asvspoof,high_mp3,1.8181875,16000
DF_E_3954813,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954813.flac,TEF2,1,spoof,Task1-team27,evaluation,vcc2020,mp3m4a,4.288,16000
DF_E_3954819,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954819.flac,TEM2,1,spoof,Task1-team04,evaluation,vcc2020,nocodec,3.29,16000
DF_E_3954836,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954836.flac,LA_0036,1,spoof,A16,evaluation,asvspoof,oggm4a,1.3743125,16000
DF_E_3954843,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954843.flac,TEM2,1,spoof,Task1-team17,evaluation,vcc2020,low_m4a,2.112,16000
DF_E_3954844,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954844.flac,LA_0019,1,spoof,A16,evaluation,asvspoof,low_mp3,1.286875,16000
DF_E_3954850,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954850.flac,TMM1,1,spoof,Task2-team12,evaluation,vcc2020,high_mp3,2.0150625,16000
DF_E_3954852,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954852.flac,VCC2TM1,1,spoof,HUB-D05,evaluation,vcc2018,mp3m4a,1.728,16000
DF_E_3954854,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954854.flac,LA_0014,0,bonafide,-,evaluation,asvspoof,low_ogg,2.888,16000
DF_E_3954856,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954856.flac,VCC2TM1,1,spoof,SPO-N12,evaluation,vcc2018,high_ogg,4.024,16000
DF_E_3954857,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954857.flac,TMM1,1,spoof,Task2-team09,evaluation,vcc2020,mp3m4a,1.856,16000
DF_E_3954858,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954858.flac,LA_0008,1,spoof,A09,evaluation,asvspoof,low_ogg,1.768,16000
DF_E_3954861,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954861.flac,TEF1,1,spoof,Task1-team17,evaluation,vcc2020,low_m4a,3.52,16000
DF_E_3954863,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954863.flac,VCC2TF2,1,spoof,SPO-N12,evaluation,vcc2018,low_mp3,3.005125,16000
DF_E_3954865,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954865.flac,VCC2TM1,1,spoof,HUB-N06,evaluation,vcc2018,high_m4a,1.344,16000
DF_E_3954870,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954870.flac,TGM1,1,spoof,Task2-team02,evaluation,vcc2020,low_mp3,2.9549375,16000
DF_E_3954871,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954871.flac,LA_0044,1,spoof,A09,evaluation,asvspoof,high_ogg,2.04,16000
DF_E_3954872,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954872.flac,TEM1,1,spoof,Task1-team18,evaluation,vcc2020,high_m4a,2.88,16000
DF_E_3954875,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954875.flac,VCC2TF1,1,spoof,SPO-N04,evaluation,vcc2018,nocodec,2.300125,16000
DF_E_3954876,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954876.flac,VCC2TM2,0,bonafide,-,evaluation,vcc2018,high_ogg,7.896,16000
DF_E_3954878,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954878.flac,VCC2TF2,1,spoof,HUB-D05,evaluation,vcc2018,low_mp3,3.5000625,16000
DF_E_3954879,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954879.flac,LA_0046,1,spoof,A10,evaluation,asvspoof,low_m4a,1.914375,16000
DF_E_3954886,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954886.flac,VCC2TF1,1,spoof,SPO-N12,evaluation,vcc2018,low_mp3,1.7309375,16000
DF_E_3954890,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954890.flac,VCC2TM1,1,spoof,HUB-B01,evaluation,vcc2018,high_mp3,3.5309375,16000
DF_E_3954897,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954897.flac,VCC2TF1,1,spoof,HUB-D02,evaluation,vcc2018,low_m4a,5.056,16000
DF_E_3954898,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954898.flac,VCC2TM1,1,spoof,SPO-N04,evaluation,vcc2018,high_m4a,3.776,16000
DF_E_3954901,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954901.flac,TEF2,1,spoof,Task1-team06,evaluation,vcc2020,oggm4a,4.544,16000
DF_E_3954902,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954902.flac,VCC2TF2,1,spoof,HUB-N11,evaluation,vcc2018,low_ogg,2.632,16000
DF_E_3954903,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954903.flac,TEM2,1,spoof,Task1-team02,evaluation,vcc2020,mp3m4a,4.032,16000
DF_E_3954905,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954905.flac,TMM1,1,spoof,Task2-team16,evaluation,vcc2020,nocodec,3.605,16000
DF_E_3954908,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954908.flac,TMM1,1,spoof,Task2-team18,evaluation,vcc2020,mp3m4a,3.648,16000
DF_E_3954910,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954910.flac,TEM2,1,spoof,Task1-team01,evaluation,vcc2020,mp3m4a,4.16,16000
DF_E_3954911,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954911.flac,VCC2TM2,1,spoof,SPO-N18,evaluation,vcc2018,low_ogg,3.32,16000
DF_E_3954915,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954915.flac,LA_0014,1,spoof,A15,evaluation,asvspoof,nocodec,2.8700625,16000
DF_E_3954919,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954919.flac,TMF1,1,spoof,Task2-team31,evaluation,vcc2020,mp3m4a,4.416,16000
DF_E_3954923,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954923.flac,VCC2TM2,1,spoof,HUB-N18,evaluation,vcc2018,low_mp3,2.605,16000
DF_E_3954930,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954930.flac,TEF1,1,spoof,Task1-team11,evaluation,vcc2020,high_ogg,3.16,16000
DF_E_3954932,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954932.flac,LA_0053,0,bonafide,-,evaluation,asvspoof,high_m4a,2.816,16000
DF_E_3954941,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954941.flac,TMF1,1,spoof,Task2-team03,evaluation,vcc2020,high_m4a,2.56,16000
DF_E_3954943,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954943.flac,VCC2TM2,1,spoof,HUB-N12,evaluation,vcc2018,low_ogg,5.432,16000
DF_E_3954946,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954946.flac,LA_0021,1,spoof,A16,evaluation,asvspoof,low_mp3,1.6789375,16000
DF_E_3954949,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954949.flac,VCC2TM1,1,spoof,SPO-N11,evaluation,vcc2018,mp3m4a,1.28,16000
DF_E_3954952,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954952.flac,VCC2TM1,1,spoof,HUB-D02,evaluation,vcc2018,nocodec,3.815,16000
DF_E_3954962,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954962.flac,VCC2TM1,1,spoof,SPO-N06,evaluation,vcc2018,high_ogg,2.872,16000
DF_E_3954963,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954963.flac,TEF2,1,spoof,Task1-team07,evaluation,vcc2020,mp3m4a,3.84,16000
DF_E_3954970,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954970.flac,LA_0018,0,bonafide,-,evaluation,asvspoof,mp3m4a,4.16,16000
DF_E_3954978,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954978.flac,LA_0032,1,spoof,A17,evaluation,asvspoof,high_ogg,2.584,16000
DF_E_3954991,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3954991.flac,LA_0011,1,spoof,A15,evaluation,asvspoof,low_ogg,1.816,16000
DF_E_3955004,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3955004.flac,LA_0008,1,spoof,A09,evaluation,asvspoof,low_ogg,1.8,16000
DF_E_3955005,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3955005.flac,TMF1,1,spoof,Task2-team28,evaluation,vcc2020,high_mp3,3.9875,16000
DF_E_3955008,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3955008.flac,LA_0046,1,spoof,A11,evaluation,asvspoof,oggm4a,3.2,16000
DF_E_3955018,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3955018.flac,LA_0042,1,spoof,A08,evaluation,asvspoof,low_ogg,1.08,16000
DF_E_3955031,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3955031.flac,LA_0030,1,spoof,A09,evaluation,asvspoof,nocodec,3.73,16000
DF_E_3955037,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3955037.flac,LA_0005,0,bonafide,-,evaluation,asvspoof,high_mp3,3.2886875,16000
DF_E_3955039,data/raw/ASVspoof2021_DF_real/ASVspoof2021_DF_eval/flac\DF_E_3955039.flac,TGM1,1,spoof,Task2-team02,evaluation,vcc2020,low_ogg,4.024,16000
